Course,GPA,Year
PST 2068,3.33 ,2009
CS 4540,3.50 ,2009
CS 4540,3.63 ,2010
CS 4540,3.50 ,2011
CS 4540,3.16 ,2012
CS 4540,4.00 ,2013
MATH 1803,2.65 ,2013
PTFE 1100,3.73 ,2008
PTFE 1100,3.82 ,2009
PTFE 1100,3.85 ,2010
ECON 4340,3.58 ,2008
ECON 4340,3.28 ,2009
ECON 4340,3.11 ,2010
ECON 4340,3.59 ,2011
ECON 4340,3.45 ,2012
ECON 4340,3.64 ,2013
PSYC 4600,4.00 ,2008
PSYC 4600,4.00 ,2009
PSYC 4600,4.00 ,2010
PSYC 4600,3.70 ,2011
PSYC 4600,4.00 ,2012
PSYC 4600,4.00 ,2013
PSYC 4601,3.93 ,2008
PSYC 4601,3.92 ,2009
PSYC 4601,3.90 ,2010
PSYC 4601,4.00 ,2011
PSYC 4601,3.97 ,2012
PSYC 4601,3.95 ,2013
ECON 4699,4.00 ,2010
ECON 4699,4.00 ,2011
INTA 4060,3.67 ,2010
INTA 4060,3.53 ,2011
ECON 4741,4.00 ,2008
ECON 4741,2.83 ,2009
ECON 4741,3.17 ,2010
ECON 4741,3.31 ,2011
ECON 4741,3.58 ,2012
ECON 4741,3.23 ,2013
ECON 4740,3.14 ,2008
ECON 4740,2.67 ,2009
LCC 2813,3.22 ,2010
LCC 2813,4.00 ,2011
LCC 2813,3.61 ,2012
LCC 2813,3.50 ,2013
FREN 4500,4.00 ,2010
FREN 4500,4.00 ,2012
NRE 3301,2.21 ,2008
NRE 3301,2.06 ,2009
NRE 3301,3.21 ,2010
NRE 3301,2.55 ,2011
NRE 3301,3.55 ,2012
NRE 3301,2.94 ,2013
ARCH 4913,4.00 ,2009
ARCH 4911,3.63 ,2008
ARCH 4911,3.57 ,2009
ARCH 4911,4.00 ,2010
BIOL 3751,2.42 ,2008
BIOL 3751,2.44 ,2009
BIOL 3751,2.69 ,2010
BIOL 3751,2.64 ,2011
BIOL 3751,3.05 ,2012
ARCH 4914,3.75 ,2008
ARCH 4914,4.00 ,2009
ARCH 4914,4.00 ,2010
ECE 3084,3.14 ,2012
ECE 3084,3.20 ,2013
ECE 3085,3.02 ,2008
ECE 3085,3.03 ,2009
ECE 3085,3.21 ,2010
ECE 3085,2.82 ,2011
ECE 3085,2.90 ,2012
ECE 3085,3.07 ,2013
MUSI 4603,4.00 ,2012
ECE 3080,2.93 ,2008
ECE 3080,3.16 ,2009
ECE 3080,2.97 ,2010
ECE 3080,2.97 ,2011
ECE 3080,2.74 ,2012
ECE 3080,3.13 ,2013
MATH 4221,3.13 ,2008
MATH 4221,3.37 ,2009
MATH 4221,3.10 ,2010
MATH 4221,2.78 ,2011
MATH 4221,3.29 ,2012
EAS 2900,4.00 ,2008
EAS 2900,4.00 ,2009
EAS 2900,4.00 ,2011
EAS 2900,3.50 ,2012
CS 3790,2.92 ,2008
CS 3790,3.38 ,2009
CS 3790,3.48 ,2010
CS 3790,2.89 ,2011
CS 3790,3.54 ,2012
CS 3790,3.53 ,2013
CEE 4795,3.20 ,2009
CEE 4795,2.41 ,2012
PHYS 3211,3.50 ,2008
PHYS 3211,3.66 ,2009
PHYS 3211,3.17 ,2010
PHYS 3211,3.46 ,2011
PHYS 3211,3.13 ,2012
SPAN 3823,3.90 ,2012
ECON 4232,3.25 ,2008
NRE 4266,3.00 ,2008
NRE 4266,3.00 ,2013
ECE 3884,4.00 ,2008
ECE 3550,2.63 ,2013
ECE 3883,3.00 ,2010
PSYC 2760,3.85 ,2008
PSYC 2760,3.04 ,2013
MGT 3661,3.56 ,2012
MGT 3660,2.91 ,2008
MGT 3660,3.10 ,2009
MGT 3660,3.31 ,2010
MGT 3660,3.32 ,2011
MGT 3660,3.47 ,2012
MGT 3660,3.52 ,2013
CHEM 3111,2.79 ,2008
CHEM 3111,2.44 ,2009
CHEM 3111,2.53 ,2010
CHEM 3111,2.52 ,2011
CHEM 3111,2.59 ,2012
MGT 3062,2.84 ,2008
MGT 3062,2.90 ,2009
MGT 3062,3.08 ,2010
MGT 3062,3.13 ,2011
MGT 3062,3.09 ,2012
MGT 3062,3.39 ,2013
CHIN 4699,4.00 ,2008
CHIN 4699,4.00 ,2009
CHIN 4699,4.00 ,2013
LCC 4602,3.88 ,2009
LCC 4602,4.00 ,2010
LCC 4602,3.67 ,2011
LCC 4602,3.70 ,2012
MUSI 2221,4.00 ,2008
MUSI 2221,4.00 ,2011
MUSI 2221,4.00 ,2012
MUSI 2222,3.50 ,2008
MUSI 2222,4.00 ,2009
MUSI 2222,4.00 ,2010
MUSI 2222,3.75 ,2011
MUSI 2222,4.00 ,2012
MUSI 2222,3.75 ,2013
CEE 3000,3.56 ,2008
CEE 3000,3.25 ,2009
CEE 3000,3.15 ,2010
CEE 3000,3.50 ,2011
CEE 3000,3.28 ,2012
CEE 3000,3.31 ,2013
ECE 4451,4.00 ,2008
ECE 4451,4.00 ,2010
ECE 4451,4.00 ,2012
MSE 4335,3.63 ,2013
MSE 4330,3.00 ,2012
ECE 3952,4.00 ,2008
ECE 3952,4.00 ,2009
ECE 3952,4.00 ,2010
ECE 3952,4.00 ,2011
ECE 3952,4.00 ,2012
ECE 3952,4.00 ,2013
ISYE 3025,3.16 ,2008
ISYE 3025,2.92 ,2009
ISYE 3025,2.79 ,2010
ISYE 3025,2.63 ,2011
ISYE 3025,2.87 ,2012
ISYE 3025,3.13 ,2013
LING 4813,3.50 ,2009
ME 4447,3.33 ,2008
ME 4447,4.00 ,2009
ME 4447,3.71 ,2010
ME 4447,3.20 ,2011
ME 4447,3.56 ,2012
MSL 2002,3.87 ,2008
MSL 2002,3.67 ,2009
MSL 2002,3.75 ,2010
MSL 2002,3.40 ,2011
MSL 2002,3.86 ,2012
MSL 2002,3.67 ,2013
PTFE 4100,3.50 ,2008
PTFE 4100,3.40 ,2009
PTFE 4100,3.40 ,2010
PTFE 4100,3.17 ,2011
PTFE 4100,3.30 ,2012
ID 2012,3.67 ,2008
ID 2012,3.68 ,2009
ID 2012,3.45 ,2010
ID 2012,3.44 ,2011
ID 2012,3.58 ,2012
ID 2012,3.97 ,2013
ID 2011,3.41 ,2008
ID 2011,3.41 ,2009
ID 2011,3.53 ,2010
ID 2011,3.66 ,2011
ID 2011,3.89 ,2012
ARCH 4128,3.38 ,2008
ARCH 4128,3.93 ,2009
ARCH 4128,3.61 ,2010
ARCH 4128,3.70 ,2011
ARCH 4128,3.77 ,2012
ARCH 4128,3.67 ,2013
ARCH 4129,4.00 ,2008
ARCH 4129,3.33 ,2010
ARCH 4129,4.00 ,2011
ARCH 4129,4.00 ,2013
ARCH 4126,3.52 ,2008
ARCH 4126,3.37 ,2009
ARCH 4126,3.54 ,2010
ARCH 4127,3.75 ,2008
ARCH 4127,4.00 ,2009
ARCH 4127,4.00 ,2010
ARCH 4127,4.00 ,2011
ARCH 4127,4.00 ,2012
ARCH 4127,4.00 ,2013
PHYS 2030,3.54 ,2008
PHYS 2030,3.29 ,2009
MUSI 3401,4.00 ,2008
MUSI 3401,4.00 ,2010
MUSI 3401,4.00 ,2011
ARCH 4123,4.00 ,2011
ARCH 4123,3.50 ,2013
ARCH 4120,3.29 ,2008
ARCH 4120,3.08 ,2009
ARCH 4120,3.47 ,2010
ARCH 4120,3.58 ,2011
ARCH 4120,2.90 ,2012
MSE 4420,3.67 ,2013
AE 3450,2.68 ,2008
AE 3450,2.47 ,2009
AE 3450,2.41 ,2010
AE 3450,2.70 ,2011
AE 3450,2.43 ,2012
AE 3450,2.54 ,2013
RUSS 3692,3.71 ,2008
RUSS 3692,4.00 ,2009
RUSS 3692,3.89 ,2010
RUSS 3692,3.75 ,2011
RUSS 3692,4.00 ,2012
RUSS 3692,3.92 ,2013
RUSS 3691,3.86 ,2008
RUSS 3691,4.00 ,2009
RUSS 3691,3.89 ,2010
RUSS 3691,3.75 ,2011
RUSS 3691,3.83 ,2012
RUSS 3691,3.85 ,2013
HTS 1031,3.15 ,2008
HTS 1031,2.67 ,2010
EAS 4420,3.45 ,2008
EAS 4420,3.63 ,2009
EAS 4420,3.29 ,2010
EAS 4420,3.67 ,2011
EAS 4420,3.43 ,2012
CEE 4210,2.82 ,2008
CEE 4210,3.00 ,2009
CEE 4210,2.86 ,2010
CEE 4210,3.43 ,2011
CEE 4210,3.53 ,2012
ECE 4605,3.37 ,2009
ECE 4605,3.55 ,2010
ECE 4605,3.43 ,2011
ECE 4605,3.86 ,2012
ARCH 4699,4.00 ,2008
ARCH 4699,4.00 ,2009
ARCH 4699,4.00 ,2010
ARCH 4699,4.00 ,2013
ME 4041,3.60 ,2008
ME 4041,3.62 ,2009
ME 4041,3.51 ,2010
ME 4041,3.50 ,2011
ME 4041,3.45 ,2012
ME 4041,3.66 ,2013
ISYE 4813,3.57 ,2010
ISYE 4813,3.17 ,2011
ISYE 4813,3.27 ,2012
ISYE 4813,3.24 ,2013
ECE 4607,3.00 ,2008
ECE 4607,3.52 ,2009
ECE 4607,3.04 ,2010
ECE 4607,3.14 ,2011
ECE 4607,3.04 ,2012
ECE 4607,3.33 ,2013
LCC 3259,3.44 ,2012
LCC 3256,3.43 ,2008
LCC 3256,3.38 ,2009
LCC 3256,3.34 ,2010
LCC 3256,3.55 ,2012
LCC 3256,3.39 ,2013
LCC 3257,3.46 ,2010
LCC 3257,3.47 ,2012
LCC 3257,3.58 ,2013
LCC 3254,3.00 ,2008
LCC 3254,3.22 ,2009
LCC 3254,3.31 ,2010
LCC 3254,3.42 ,2011
LCC 3254,3.59 ,2012
LCC 3254,3.53 ,2013
SPAN 3692,3.29 ,2008
SPAN 3692,3.63 ,2009
SPAN 3692,3.56 ,2010
SPAN 3692,3.36 ,2011
SPAN 3692,3.43 ,2013
LCC 3252,2.91 ,2008
LCC 3252,2.97 ,2009
LCC 3252,4.00 ,2010
LCC 3252,3.71 ,2011
LCC 3252,2.81 ,2012
LCC 3252,3.17 ,2013
COE 3001,2.66 ,2008
COE 3001,2.85 ,2009
COE 3001,2.78 ,2010
COE 3001,2.88 ,2011
COE 3001,2.84 ,2012
COE 3001,2.91 ,2013
COE 3002,3.62 ,2008
COE 3002,3.66 ,2009
COE 3002,3.72 ,2011
COE 3002,3.71 ,2012
COE 3002,3.73 ,2013
SPAN 4150,3.62 ,2009
SPAN 4150,3.83 ,2010
SPAN 4150,3.79 ,2011
SPAN 4150,3.85 ,2012
EAS 4331,3.50 ,2011
PHIL 4803,3.08 ,2012
MSE 1001,3.38 ,2008
MSE 1001,3.38 ,2009
MSE 1001,3.46 ,2010
MSE 1001,3.35 ,2011
SPAN 3698,3.77 ,2011
BC 4710,2.60 ,2008
BC 4710,2.64 ,2009
BC 4710,3.10 ,2010
BC 4710,3.00 ,2011
BMED 4500,3.56 ,2008
BMED 4500,4.00 ,2011
BMED 4500,4.00 ,2012
BMED 4500,3.53 ,2013
CP 4310,3.32 ,2008
CP 4310,3.39 ,2010
CP 4310,3.38 ,2011
CP 4310,3.34 ,2012
PUBP 4514,4.00 ,2011
PUBP 3315,3.82 ,2008
PUBP 3315,3.26 ,2011
ISYE 4803,3.21 ,2008
ISYE 4803,3.04 ,2009
ISYE 4803,3.04 ,2010
ISYE 4803,3.29 ,2011
ISYE 4803,3.31 ,2012
ISYE 4803,3.09 ,2013
ISYE 4801,3.18 ,2009
CEE 4140,3.39 ,2013
LCC 2720,3.56 ,2008
LCC 2720,3.64 ,2009
LCC 2720,3.58 ,2010
LCC 2720,3.33 ,2011
LCC 2720,3.48 ,2012
LCC 2720,3.68 ,2013
BIOL 4570,3.09 ,2008
BIOL 4570,3.30 ,2009
BIOL 4570,2.66 ,2010
BIOL 4570,2.93 ,2011
BIOL 4570,3.17 ,2012
BIOL 4570,2.86 ,2013
PUBP 4200,4.00 ,2013
AE 4903,4.00 ,2010
AE 4903,4.00 ,2011
KOR 2002,3.71 ,2008
KOR 2002,3.80 ,2009
KOR 2002,3.75 ,2010
KOR 2002,3.70 ,2011
KOR 2002,3.95 ,2012
KOR 2002,3.80 ,2013
ID 3520,3.75 ,2011
RUSS 4813,3.14 ,2009
RUSS 4813,2.89 ,2010
RUSS 4813,4.00 ,2012
INTA 4699,3.86 ,2008
INTA 4699,3.91 ,2009
INTA 4699,3.40 ,2010
INTA 4699,4.00 ,2011
INTA 4699,3.73 ,2012
INTA 4699,3.80 ,2013
PUBP 4020,3.23 ,2011
PUBP 4020,3.46 ,2012
PUBP 4020,3.39 ,2013
KOR 2001,3.79 ,2008
KOR 2001,3.63 ,2009
KOR 2001,3.76 ,2010
KOR 2001,3.80 ,2011
KOR 2001,3.70 ,2012
GRMN 3823,2.78 ,2010
GRMN 3823,3.45 ,2011
GRMN 3823,3.56 ,2012
LCC 3710,3.43 ,2008
LCC 3710,3.51 ,2009
LCC 3710,3.35 ,2010
LCC 3710,3.28 ,2011
LCC 3710,3.46 ,2012
LCC 3710,3.90 ,2013
PST 2050,2.42 ,2008
PST 2050,2.74 ,2009
MATH 4640,3.15 ,2008
MATH 4640,3.36 ,2009
MATH 4640,3.27 ,2010
MATH 4640,3.29 ,2011
MATH 4640,3.30 ,2012
MATH 4640,3.18 ,2013
CEE 4540,2.97 ,2008
CEE 4540,3.17 ,2009
CEE 4540,3.36 ,2010
CEE 4540,3.59 ,2011
CEE 4540,3.11 ,2013
PHYS 4602,3.97 ,2008
PHYS 4602,3.64 ,2009
PHYS 4602,3.57 ,2010
PHYS 4602,3.58 ,2011
PHYS 4602,3.95 ,2012
PHYS 4602,3.91 ,2013
PHYS 4601,3.81 ,2008
PHYS 4601,3.86 ,2009
PHYS 4601,3.88 ,2010
PHYS 4601,4.00 ,2011
PHYS 4601,4.00 ,2012
PTFE 4699,3.25 ,2008
PTFE 4699,4.00 ,2009
PTFE 4699,3.90 ,2010
PTFE 4699,3.80 ,2011
PTFE 4699,4.00 ,2012
CS 4752,3.13 ,2009
CS 4752,2.79 ,2011
CS 4752,3.32 ,2013
CS 3251,3.30 ,2008
CS 3251,3.27 ,2009
CS 3251,3.41 ,2010
CS 3251,3.38 ,2011
CS 3251,3.08 ,2012
CS 3251,3.73 ,2013
ECON 3150,3.23 ,2008
ECON 3150,3.08 ,2009
ECON 3150,3.42 ,2010
ECON 3150,3.60 ,2011
ECON 3150,4.00 ,2012
MATH 4347,3.09 ,2008
MATH 4347,2.93 ,2009
MATH 4347,3.28 ,2010
MATH 4347,3.22 ,2011
MATH 4347,3.18 ,2012
MUSI 4301,4.00 ,2008
MUSI 4301,4.00 ,2009
MUSI 4301,4.00 ,2010
MUSI 4301,4.00 ,2011
MUSI 4301,4.00 ,2012
MUSI 4302,4.00 ,2008
MUSI 4302,4.00 ,2009
MUSI 4302,4.00 ,2010
MUSI 4302,4.00 ,2011
MUSI 4302,4.00 ,2012
MUSI 4302,4.00 ,2013
MATH 4348,4.00 ,2008
LCC 2823,3.93 ,2008
LCC 2823,4.00 ,2009
LCC 2823,3.97 ,2010
LCC 2823,4.00 ,2011
LCC 2823,3.46 ,2012
RUSS 1692,4.00 ,2010
RUSS 1692,3.50 ,2011
RUSS 1692,3.50 ,2012
RUSS 1692,3.50 ,2013
CHBE 4775,2.00 ,2008
CHBE 4775,3.00 ,2009
CHBE 4775,3.00 ,2010
CHBE 4775,2.71 ,2011
CHBE 4775,3.05 ,2012
CHBE 4775,3.64 ,2013
CHBE 4776,3.00 ,2010
CHBE 4776,2.50 ,2011
CHBE 4776,3.00 ,2012
CHBE 4776,3.84 ,2013
CHBE 4770,3.70 ,2009
LCC 3833,4.00 ,2008
LCC 3833,3.51 ,2009
LCC 3833,3.67 ,2010
LCC 3833,3.44 ,2011
LCC 3833,3.90 ,2012
LCC 3833,3.95 ,2013
BIOL 4755,2.80 ,2009
BIOL 4755,3.00 ,2011
BIOL 4752,2.40 ,2008
BIOL 4752,2.63 ,2009
BIOL 4752,3.50 ,2010
BIOL 4752,2.91 ,2011
BIOL 4752,3.55 ,2012
INTA 3101,3.44 ,2009
INTA 3101,3.41 ,2011
INTA 3101,3.58 ,2012
INTA 3103,3.18 ,2008
INTA 3103,2.93 ,2009
INTA 3103,3.06 ,2010
INTA 3103,3.17 ,2011
INTA 3103,3.51 ,2013
BIOL 4620,3.50 ,2009
BIOL 4620,2.71 ,2012
ARCH 4901,3.50 ,2009
ARCH 4901,3.85 ,2010
ARCH 4901,3.94 ,2011
ARCH 4902,4.00 ,2009
ARCH 4902,4.00 ,2012
ARCH 4903,2.50 ,2009
ARCH 4903,3.50 ,2010
ARCH 4903,4.00 ,2011
ARCH 4903,4.00 ,2012
ARCH 4903,4.00 ,2013
ECE 3090,2.93 ,2008
ECE 3090,2.71 ,2009
ECE 3090,3.00 ,2010
ECE 3090,3.02 ,2011
ECE 3090,3.41 ,2012
ECE 3090,2.54 ,2013
RUSS 2001,3.95 ,2008
RUSS 2001,4.00 ,2009
RUSS 2001,4.00 ,2010
RUSS 2001,3.44 ,2011
RUSS 2001,3.80 ,2012
RUSS 2001,4.00 ,2013
RUSS 2002,3.65 ,2008
RUSS 2002,3.92 ,2009
RUSS 2002,3.88 ,2010
RUSS 2002,3.69 ,2011
RUSS 2002,2.80 ,2012
RUSS 2002,2.91 ,2013
CHEM 3211,2.80 ,2008
CHEM 3211,2.62 ,2009
CHEM 3211,2.97 ,2010
CHEM 3211,2.74 ,2011
CHEM 3211,2.75 ,2012
CHEM 3211,2.69 ,2013
CEE 2300,2.74 ,2008
CEE 2300,2.85 ,2009
CEE 2300,2.81 ,2010
CEE 2300,2.67 ,2011
CEE 2300,2.80 ,2012
CEE 2300,3.24 ,2013
CS 3630,3.34 ,2008
CS 3630,3.61 ,2009
CS 3630,3.34 ,2010
CS 3630,3.17 ,2011
CS 3630,3.31 ,2012
CS 3630,3.30 ,2013
PST 3127,3.35 ,2008
PST 3127,3.35 ,2009
PST 3127,3.34 ,2010
PST 3127,3.35 ,2011
BIOL 4740,3.62 ,2010
BIOL 4740,2.50 ,2011
BIOL 4740,3.75 ,2012
BIOL 3450,3.28 ,2011
BIOL 3450,3.15 ,2012
BIOL 3450,3.25 ,2013
AS 3310,3.67 ,2008
AS 3310,3.57 ,2009
AS 3310,3.67 ,2010
AS 3310,4.00 ,2011
AS 3310,3.75 ,2012
MSE 3210,3.27 ,2012
MSE 3210,3.04 ,2013
CHBE 4765,3.00 ,2008
CHBE 4765,3.30 ,2009
CHBE 4765,3.17 ,2010
CHBE 4765,3.00 ,2011
CHBE 4765,2.90 ,2012
CHBE 4765,2.92 ,2013
ID 4210,4.00 ,2011
ID 4210,4.00 ,2012
ECON 4350,3.11 ,2008
ECON 4350,2.96 ,2009
ECON 4350,3.49 ,2010
ECON 4350,3.25 ,2011
ECON 4350,2.56 ,2012
ECON 4350,3.00 ,2013
CHBE 4600,3.60 ,2008
CHBE 4600,3.28 ,2010
BIOL 3341,3.58 ,2008
BIOL 3341,3.54 ,2009
BIOL 3341,3.38 ,2010
BIOL 3341,3.37 ,2011
ECON 4355,3.26 ,2008
ECON 4355,3.09 ,2009
ECON 4355,3.38 ,2010
CHBE 4763,3.65 ,2008
CHBE 4763,3.52 ,2009
CHBE 4763,3.57 ,2010
CHBE 4763,3.53 ,2011
CHBE 4763,3.64 ,2012
NRE 3208,3.47 ,2010
NRE 3208,3.11 ,2011
NRE 3208,2.83 ,2012
NRE 3208,3.25 ,2013
CS 2801,3.79 ,2009
CS 2801,3.46 ,2010
CS 2801,3.72 ,2011
CS 2801,3.96 ,2012
CS 2801,4.00 ,2013
PHYS 3202,3.08 ,2008
PHYS 3202,3.80 ,2009
PHYS 3202,3.42 ,2011
PHYS 3202,3.29 ,2012
PHYS 3202,3.41 ,2013
PHYS 3201,3.13 ,2008
PHYS 3201,2.74 ,2009
PHYS 3201,2.72 ,2010
PHYS 3201,2.23 ,2011
PHYS 3201,2.71 ,2012
PHYS 3201,2.29 ,2013
SPAN 3813,3.48 ,2008
SPAN 3813,3.71 ,2009
SPAN 3813,3.66 ,2010
SPAN 3813,3.19 ,2011
SPAN 3813,3.43 ,2012
SPAN 3813,3.63 ,2013
INTA 2210,3.21 ,2008
INTA 2210,3.46 ,2009
INTA 2210,2.97 ,2010
INTA 2210,3.23 ,2011
INTA 2210,3.16 ,2012
CS 3743,4.00 ,2012
CS 2699,3.22 ,2008
CS 2699,3.93 ,2009
CS 2699,3.76 ,2010
CS 2699,3.86 ,2011
CS 2699,3.89 ,2012
CS 2699,4.00 ,2013
PUBP 4260,3.50 ,2009
PUBP 4260,3.57 ,2011
PUBP 4260,3.82 ,2012
PSYC 2280,3.67 ,2010
PSYC 2280,3.39 ,2011
PSYC 2280,3.65 ,2012
HTS 4015,3.80 ,2008
HTS 4013,3.67 ,2010
HTS 4011,2.74 ,2009
HTS 4011,3.67 ,2013
ARBC 4901,2.00 ,2008
BIOL 2100,3.59 ,2008
BIOL 2100,3.61 ,2009
BIOL 2100,3.29 ,2010
BIOL 2100,3.71 ,2011
BIOL 2100,3.67 ,2012
BIOL 2100,3.62 ,2013
ECE 4445,3.08 ,2008
ECE 4445,3.11 ,2009
ECE 4445,3.26 ,2010
ECE 4445,3.17 ,2011
ECE 4445,3.07 ,2012
ECE 4445,3.21 ,2013
MSE 3720,3.84 ,2012
MSE 3720,2.69 ,2013
INTA 3110,3.11 ,2008
INTA 3110,2.99 ,2009
INTA 3110,2.96 ,2010
INTA 3110,2.86 ,2011
INTA 3110,3.35 ,2012
INTA 3110,3.27 ,2013
PTFE 2200,3.39 ,2008
PTFE 2200,3.20 ,2009
PTFE 2200,3.37 ,2010
PTFE 2200,3.51 ,2011
PTFE 2200,3.58 ,2012
PTFE 2200,3.25 ,2013
NRE 4328,3.33 ,2008
NRE 4328,2.68 ,2009
NRE 4328,3.27 ,2010
NRE 4328,3.03 ,2011
NRE 4328,3.14 ,2012
CS 2340,3.39 ,2008
CS 2340,3.54 ,2009
CS 2340,3.70 ,2010
CS 2340,3.84 ,2011
CS 2340,3.88 ,2012
CS 2340,3.72 ,2013
CHEM 4581,3.18 ,2008
CHEM 4581,3.52 ,2009
CHEM 4581,3.48 ,2010
CHEM 4581,3.50 ,2011
CHEM 4581,3.60 ,2012
CHEM 4581,3.91 ,2013
CHEM 4582,3.52 ,2008
CHEM 4582,3.42 ,2009
CHEM 4582,3.45 ,2010
CHEM 4582,3.47 ,2011
CHEM 4582,3.34 ,2012
CHEM 4582,3.70 ,2013
ECON 4421,3.47 ,2008
ECON 4421,4.00 ,2009
ECON 4421,3.38 ,2010
ECON 4421,3.23 ,2011
ECON 4421,3.29 ,2012
ECON 4421,3.18 ,2013
MATH 3770,2.99 ,2008
MATH 3770,2.76 ,2009
MATH 3770,2.77 ,2010
MATH 3770,2.47 ,2011
MATH 3770,2.92 ,2012
MATH 3770,2.84 ,2013
CHIN 4004,3.90 ,2010
CHIN 4004,3.70 ,2011
CHIN 4004,3.60 ,2012
CHIN 4004,4.00 ,2013
CHIN 4006,3.58 ,2012
CHIN 4003,4.00 ,2010
CHIN 4003,3.80 ,2011
CHIN 4003,3.75 ,2012
EAS 4110,3.32 ,2009
AE 3021,2.54 ,2008
AE 3021,2.90 ,2009
AE 3021,2.53 ,2010
AE 3021,2.74 ,2011
AE 3021,2.48 ,2012
AE 3021,3.16 ,2013
MUSI 2302,4.00 ,2008
MUSI 2302,4.00 ,2009
MUSI 2302,4.00 ,2011
MUSI 2302,4.00 ,2012
MUSI 2302,4.00 ,2013
MUSI 2301,4.00 ,2008
MUSI 2301,4.00 ,2009
MUSI 2301,4.00 ,2010
MUSI 2301,4.00 ,2011
MUSI 2301,4.00 ,2012
ME 4452,3.65 ,2013
ME 4451,3.32 ,2008
ME 4451,3.09 ,2009
ME 4451,2.94 ,2010
ME 4451,2.81 ,2011
ME 4451,3.12 ,2012
BMED 3400,3.15 ,2008
BMED 3400,2.85 ,2009
BMED 3400,2.91 ,2010
BMED 3400,2.86 ,2011
BMED 3400,2.72 ,2012
BMED 3400,2.89 ,2013
ME 4901,3.80 ,2008
ME 4901,4.00 ,2009
ME 4901,4.00 ,2010
ME 4903,3.33 ,2008
ME 4903,3.72 ,2009
ME 4903,4.00 ,2010
ME 4903,3.80 ,2011
ME 4903,4.00 ,2012
ME 4903,4.00 ,2013
BMED 4757,3.22 ,2008
BMED 4757,3.20 ,2009
BMED 4757,3.14 ,2010
BMED 4757,3.32 ,2011
BMED 4757,3.38 ,2012
BMED 4751,2.67 ,2008
BMED 4751,2.83 ,2009
BMED 4751,2.71 ,2010
BMED 4751,2.83 ,2011
BMED 4751,2.47 ,2012
BMED 4751,2.78 ,2013
BMED 4750,2.34 ,2008
BMED 4750,2.75 ,2009
BMED 4750,2.50 ,2010
BMED 4750,2.93 ,2011
BMED 4750,3.13 ,2012
BMED 4750,3.00 ,2013
BMED 4752,3.45 ,2008
BMED 4752,2.96 ,2009
BMED 4752,3.26 ,2010
BMED 4752,2.94 ,2011
BMED 4752,3.24 ,2012
ARCH 4113,3.54 ,2008
ARCH 4113,3.60 ,2009
ARCH 4113,3.70 ,2010
ARCH 4110,2.67 ,2010
KOR 4813,3.76 ,2009
KOR 4813,3.76 ,2010
KOR 4813,4.00 ,2011
ARCH 4115,3.82 ,2008
ARCH 4115,3.45 ,2009
ARCH 4114,3.60 ,2008
ARCH 4114,2.67 ,2010
ARCH 4114,3.07 ,2012
ARCH 4119,2.90 ,2008
ARCH 4119,3.17 ,2010
ARCH 4119,3.63 ,2011
ARCH 4118,3.86 ,2008
ARCH 4118,3.60 ,2009
ARCH 4118,3.31 ,2010
AE 4791,2.98 ,2008
AE 4791,3.17 ,2009
AE 4791,3.20 ,2010
AE 4791,3.50 ,2011
AE 4791,3.50 ,2012
AE 4793,4.00 ,2008
AE 4793,3.38 ,2009
AE 4793,3.67 ,2010
AE 4793,3.40 ,2011
AE 4793,4.00 ,2012
AE 4793,3.75 ,2013
HTS 1001,3.97 ,2009
HTS 1001,3.05 ,2010
HTS 1001,2.67 ,2011
HTS 1001,3.71 ,2012
HTS 1001,3.39 ,2013
CS 1803,2.71 ,2010
CS 1803,2.85 ,2011
CS 1803,3.67 ,2012
CS 1801,4.00 ,2012
CS 1801,4.00 ,2013
CEE 3010,3.41 ,2008
CEE 3010,3.36 ,2009
CEE 3010,3.45 ,2010
CEE 3010,3.51 ,2011
CEE 3010,3.54 ,2012
CEE 3010,3.33 ,2013
CHEM 4452,2.33 ,2009
CHEM 4452,3.17 ,2011
CHEM 4452,3.00 ,2013
MGT 3300,3.19 ,2008
MGT 3300,3.42 ,2009
MGT 3300,3.03 ,2010
MGT 3300,3.14 ,2011
MGT 3300,3.42 ,2012
MGT 3300,3.41 ,2013
JAPN 4500,3.67 ,2011
EAS 4450,3.73 ,2008
EAS 4450,3.80 ,2009
EAS 4450,3.40 ,2010
EAS 4450,3.40 ,2011
EAS 4450,3.71 ,2012
EAS 4450,3.90 ,2013
CEE 4200,3.03 ,2008
CEE 4200,3.03 ,2009
CEE 4200,2.90 ,2010
CEE 4200,3.23 ,2011
CEE 4200,2.97 ,2012
CEE 4200,2.93 ,2013
BC 3600,2.89 ,2008
BC 3600,3.49 ,2009
BC 3600,2.93 ,2010
BC 3600,3.12 ,2011
BC 3600,4.00 ,2012
APPH 3901,4.00 ,2010
ME 4053,3.42 ,2008
ME 4053,3.48 ,2009
ME 4053,3.35 ,2010
ME 4053,3.33 ,2011
ME 4053,3.31 ,2012
ME 4053,3.35 ,2013
MGT 4311,3.74 ,2012
MGT 4311,3.40 ,2013
BC 4720,3.79 ,2008
BC 4720,3.94 ,2009
BC 4720,3.74 ,2010
BC 4720,3.75 ,2011
BC 4720,3.72 ,2012
BC 4720,3.65 ,2013
SPAN 2813,3.40 ,2008
SPAN 2813,3.00 ,2009
SPAN 2813,2.29 ,2010
SPAN 2813,3.38 ,2011
