Course,GPA,Year
ME 3345,2.68 ,2008
ME 3345,2.73 ,2009
ME 3345,2.67 ,2010
ME 3345,2.65 ,2011
ME 3345,2.81 ,2012
ME 3345,3.07 ,2013
BIOL 4105,3.00 ,2008
BIOL 4105,2.00 ,2011
BIOL 4105,3.25 ,2012
FREN 4833,4.00 ,2013
BIOL 2400,3.12 ,2008
BIOL 2400,3.07 ,2009
BIOL 2400,3.00 ,2010
BIOL 2400,3.03 ,2011
BIOL 2400,3.11 ,2012
BIOL 2400,3.03 ,2013
INTA 3203,3.64 ,2008
INTA 3203,3.51 ,2009
INTA 3203,3.41 ,2010
INTA 3203,3.46 ,2011
INTA 3203,3.20 ,2012
INTA 3203,3.55 ,2013
PHYS 2212,2.62 ,2008
PHYS 2212,2.44 ,2009
PHYS 2212,2.42 ,2010
PHYS 2212,2.32 ,2011
PHYS 2212,2.69 ,2012
PHYS 2212,2.50 ,2013
PHYS 2213,3.08 ,2008
PHYS 2213,2.98 ,2009
PHYS 2213,3.17 ,2010
PHYS 2213,3.02 ,2011
PHYS 2213,2.74 ,2012
PHYS 2213,3.20 ,2013
ECE 3050,2.41 ,2008
ECE 3050,2.92 ,2009
ECE 3050,2.75 ,2010
ECE 3050,2.98 ,2011
ECE 3050,2.99 ,2012
ECE 3050,2.56 ,2013
CHEM 4776,3.00 ,2009
CHEM 4776,3.00 ,2010
CHEM 4775,2.50 ,2008
CHEM 4775,3.50 ,2009
CHEM 4775,2.00 ,2010
CHEM 4775,3.00 ,2011
CHEM 4775,3.00 ,2012
CHEM 4775,3.25 ,2013
LCC 4300,2.88 ,2010
LCC 4300,3.73 ,2012
MATH 3215,2.57 ,2008
MATH 3215,2.83 ,2009
MATH 3215,2.71 ,2010
MATH 3215,2.62 ,2011
MATH 3215,3.04 ,2012
MATH 3215,2.18 ,2013
CHEM 3511,2.44 ,2008
CHEM 3511,2.98 ,2009
CHEM 3511,2.73 ,2010
CHEM 3511,2.72 ,2011
CHEM 3511,2.50 ,2012
CHEM 3511,2.31 ,2013
NRE 4803,3.15 ,2008
NRE 4803,3.85 ,2010
NRE 4803,3.79 ,2011
NRE 4803,3.66 ,2012
NRE 4803,4.00 ,2013
SPAN 4242,3.21 ,2009
SPAN 4242,3.44 ,2010
ISYE 3044,2.93 ,2008
ISYE 3044,3.10 ,2009
ISYE 3044,2.82 ,2010
ISYE 3044,2.94 ,2011
ISYE 3044,2.97 ,2012
ISYE 3044,2.94 ,2013
PHIL 2025,3.63 ,2012
PHIL 2025,3.54 ,2013
ME 4171,3.07 ,2009
AE 3051,3.17 ,2008
AE 3051,3.21 ,2009
AE 3051,3.09 ,2010
AE 3051,3.16 ,2011
AE 3051,3.24 ,2012
AE 3051,3.11 ,2013
ME 4172,3.12 ,2008
MUSI 3710,4.00 ,2008
MUSI 3710,4.00 ,2010
MUSI 3710,4.00 ,2011
MUSI 3710,4.00 ,2012
MUSI 3710,4.00 ,2013
AE 4525,3.06 ,2008
AE 4525,2.95 ,2009
AE 4525,2.85 ,2010
AE 4525,3.12 ,2011
AE 4525,3.15 ,2012
AE 4525,2.90 ,2013
FREN 4902,4.00 ,2008
FREN 4901,4.00 ,2008
FREN 4901,3.00 ,2009
FREN 4901,4.00 ,2010
FREN 4901,3.00 ,2011
ME 4777,3.33 ,2008
ME 4777,3.00 ,2009
BMED 1750,3.00 ,2008
BMED 1750,3.11 ,2009
CHEM 1212 ,2.53 ,2013
CHIN 3696,3.79 ,2013
CHIN 3691,4.00 ,2008
CHIN 3691,3.91 ,2009
CHIN 3691,4.00 ,2010
CHIN 3691,3.69 ,2011
CHIN 3691,3.56 ,2012
CHIN 3691,3.71 ,2013
MGT 3606,2.46 ,2012
CHIN 3693,4.00 ,2010
CHIN 3693,3.85 ,2011
CHIN 3693,3.71 ,2012
CHIN 3693,3.89 ,2013
CHIN 3692,3.80 ,2008
CHIN 3692,3.82 ,2009
CHIN 3692,4.00 ,2010
CHIN 3692,3.65 ,2011
CHIN 3692,3.63 ,2012
CHIN 3692,3.76 ,2013
MATH 4803,4.00 ,2008
MATH 4803,4.00 ,2009
MATH 4803,3.73 ,2010
MATH 4803,3.81 ,2011
MATH 4803,3.34 ,2012
MATH 4803,3.30 ,2013
MATH 4802,3.75 ,2011
MATH 4801,3.63 ,2008
MATH 4801,4.00 ,2009
MSE 3005,2.74 ,2012
MSE 3005,3.13 ,2013
MSE 3002,3.58 ,2008
MSE 3002,3.42 ,2009
MSE 3002,3.35 ,2010
MSE 3002,2.52 ,2011
MSE 3002,2.29 ,2012
MSE 3002,2.69 ,2013
MSE 3003,2.94 ,2008
MSE 3003,2.77 ,2009
MSE 3003,2.48 ,2010
MSE 3003,2.87 ,2011
MSE 3000,2.68 ,2008
MSE 3000,2.62 ,2009
MSE 3000,2.96 ,2010
MSE 3000,2.70 ,2011
MSE 3001,2.53 ,2012
BMED 4699,3.89 ,2008
BMED 4699,3.87 ,2009
BMED 4699,3.82 ,2010
BMED 4699,3.90 ,2011
BMED 4699,3.87 ,2012
BMED 4699,3.85 ,2013
LCC 2300,3.71 ,2008
LCC 2300,3.82 ,2011
LCC 2300,3.63 ,2012
LCC 2300,3.72 ,2013
MUSI 3802,3.82 ,2008
MUSI 3802,4.00 ,2009
MUSI 3802,4.00 ,2010
MUSI 3802,4.00 ,2011
MUSI 3802,4.00 ,2012
MUSI 3803,4.00 ,2008
MUSI 3803,4.00 ,2009
MUSI 3803,4.00 ,2010
MUSI 3803,4.00 ,2011
MUSI 3803,4.00 ,2012
MUSI 3801,4.00 ,2008
MUSI 3801,4.00 ,2009
MUSI 3801,3.64 ,2010
MUSI 3801,4.00 ,2011
MUSI 3801,4.00 ,2012
MUSI 3801,4.00 ,2013
RUSS 2699,4.00 ,2010
CHEM 4512,3.04 ,2008
CHEM 4512,2.57 ,2009
CHEM 4512,2.65 ,2010
CHEM 4512,2.79 ,2011
CHEM 4512,2.84 ,2012
CHEM 4512,3.30 ,2013
MATH 2413,4.00 ,2008
MATH 2413,3.71 ,2010
MATH 2411,3.43 ,2008
MATH 2411,3.52 ,2009
MATH 2411,3.42 ,2010
MATH 2411,4.00 ,2011
MATH 2411,2.68 ,2012
MATH 2411,3.39 ,2013
RUSS 2691,4.00 ,2010
RUSS 2691,3.29 ,2011
RUSS 2691,3.60 ,2012
RUSS 2691,3.57 ,2013
CHEM 4804,3.50 ,2008
CHEM 4804,4.00 ,2011
CHEM 4804,4.00 ,2012
CHEM 4804,2.86 ,2013
LING 2100,3.90 ,2013
RUSS 2692,4.00 ,2010
RUSS 2692,3.57 ,2011
RUSS 2692,3.30 ,2012
RUSS 2692,3.57 ,2013
BMED 4900,4.00 ,2008
BMED 4901,4.00 ,2008
BMED 4901,3.00 ,2010
BMED 4901,2.29 ,2011
BMED 4901,4.00 ,2012
BMED 4903,4.00 ,2012
EAS 4350,3.18 ,2009
EAS 4350,2.44 ,2011
EAS 4350,3.00 ,2013
ECE 4781,3.56 ,2008
ECE 4781,3.17 ,2009
ECE 4781,3.40 ,2010
ECE 4781,3.41 ,2011
ECE 4781,3.50 ,2012
ECE 4781,3.37 ,2013
ECE 4782,3.20 ,2008
ECE 4782,3.18 ,2009
ECE 4782,3.26 ,2010
ECE 4782,3.33 ,2011
ECE 4782,3.53 ,2012
ECE 4782,3.32 ,2013
ECE 4783,3.46 ,2008
ECE 4783,2.92 ,2009
ECE 4783,3.16 ,2010
ECE 4783,3.23 ,2011
ECE 4783,2.00 ,2012
ECE 4784,3.20 ,2008
ECE 4784,3.60 ,2009
ECE 4784,3.73 ,2010
ECE 4784,3.13 ,2011
PUBP 4843,3.50 ,2011
PUBP 4843,3.67 ,2012
ID 3320,3.67 ,2011
ID 3320,3.43 ,2012
INTA 1110,3.08 ,2008
INTA 1110,2.78 ,2009
INTA 1110,3.01 ,2010
INTA 1110,2.86 ,2011
INTA 1110,2.58 ,2012
INTA 1110,3.03 ,2013
FREN 3030,3.84 ,2009
FREN 3030,3.92 ,2011
ME 4193,4.00 ,2008
ME 4193,2.69 ,2010
ME 4193,3.10 ,2011
ME 4193,2.86 ,2012
MATH 1512,2.82 ,2008
MATH 1512,2.69 ,2009
MATH 1512,2.94 ,2010
MATH 1512,3.23 ,2011
MATH 1512,2.85 ,2012
PUBP 3000,3.63 ,2008
PUBP 3000,3.41 ,2009
PUBP 3000,3.11 ,2010
PUBP 3000,3.35 ,2011
PUBP 3000,3.30 ,2012
PUBP 3000,3.59 ,2013
BIOL 2337,3.75 ,2008
BIOL 2337,3.91 ,2009
BIOL 2337,3.83 ,2010
BIOL 2337,3.59 ,2012
LCC 4699,3.64 ,2008
LCC 4699,3.87 ,2009
LCC 4699,3.87 ,2010
LCC 4699,3.78 ,2011
LCC 4699,3.89 ,2012
LCC 4699,3.95 ,2013
AE 4701,3.80 ,2012
AE 4701,4.00 ,2013
CHIN 2011,3.67 ,2008
CHIN 2011,3.60 ,2013
CHIN 2012,3.77 ,2008
CHIN 2012,4.00 ,2009
CHIN 2012,4.00 ,2012
ISYE 2028,3.00 ,2008
ISYE 2028,3.02 ,2009
ISYE 2028,2.98 ,2010
ISYE 2028,3.22 ,2011
ISYE 2028,3.06 ,2012
ISYE 2028,3.01 ,2013
ISYE 2027,2.90 ,2008
ISYE 2027,2.98 ,2009
ISYE 2027,2.89 ,2010
ISYE 2027,2.91 ,2011
ISYE 2027,2.85 ,2012
ISYE 2027,2.92 ,2013
ARCH 2112,2.82 ,2008
ARCH 2112,2.66 ,2009
ARCH 2112,2.67 ,2010
ARCH 2112,2.76 ,2011
ARCH 2112,2.89 ,2012
ARCH 2112,3.04 ,2013
CHBE 4310,2.91 ,2008
CHBE 4310,3.28 ,2009
CHBE 4310,3.43 ,2010
CHBE 4310,2.61 ,2011
CHBE 4310,2.76 ,2012
BMED 3610,3.41 ,2009
BMED 3610,3.56 ,2010
BMED 3610,3.22 ,2011
BMED 3610,3.18 ,2012
BMED 3610,2.90 ,2013
ARBC 3823,4.00 ,2010
BMED 4477,2.83 ,2009
BMED 4477,2.40 ,2010
MSE 4740,4.00 ,2010
MSE 4740,3.00 ,2011
MSE 4740,3.67 ,2012
BC 4640,3.57 ,2008
BC 4640,3.58 ,2009
BC 4640,3.91 ,2010
BC 4640,3.71 ,2011
BC 4640,3.68 ,2012
BC 4640,3.75 ,2013
INTA 1200,3.07 ,2008
INTA 1200,2.84 ,2009
INTA 1200,3.15 ,2010
INTA 1200,2.84 ,2011
INTA 1200,3.22 ,2012
INTA 1200,3.33 ,2013
PUBP 4440,3.19 ,2011
MGT 4811,3.63 ,2009
MGT 4811,3.47 ,2010
MGT 4366,3.12 ,2008
MGT 4366,3.26 ,2009
MGT 4366,3.41 ,2010
MGT 4366,3.35 ,2011
MGT 4366,3.66 ,2012
MGT 4366,3.67 ,2013
MGT 4360,3.24 ,2008
MGT 4360,3.18 ,2009
MGT 4360,2.73 ,2010
MGT 4360,3.23 ,2011
MGT 4360,3.31 ,2012
MGT 4360,3.49 ,2013
JAPN 4113,3.63 ,2008
JAPN 4113,3.21 ,2009
JAPN 4113,3.30 ,2010
JAPN 4113,4.00 ,2011
JAPN 4113,3.43 ,2012
FREN 3813,2.40 ,2009
FREN 3813,4.00 ,2010
FREN 3813,3.93 ,2011
FREN 3813,3.50 ,2012
FREN 3813,3.91 ,2013
HTS 3019,3.55 ,2008
HTS 3019,3.61 ,2009
HTS 3019,3.65 ,2012
HTS 3018,3.56 ,2008
HTS 3018,3.54 ,2010
HTS 3018,3.42 ,2011
HTS 3017,3.41 ,2008
HTS 3017,2.79 ,2010
HTS 3016,3.39 ,2008
HTS 3016,3.52 ,2010
HTS 3016,3.00 ,2011
HTS 3015,3.77 ,2009
HTS 3015,3.73 ,2010
HTS 3015,3.82 ,2011
HTS 3015,3.68 ,2012
HTS 3012,2.30 ,2008
HTS 3011,2.76 ,2008
HTS 3011,3.12 ,2009
HTS 3011,3.12 ,2010
HTS 3011,3.21 ,2011
HTS 2016,3.06 ,2009
HTS 2016,3.90 ,2011
BIOL 4440,2.83 ,2008
BIOL 4440,3.00 ,2009
BIOL 4440,3.00 ,2011
BIOL 4440,2.95 ,2012
BIOL 4446,2.90 ,2008
BIOL 4446,2.91 ,2009
BIOL 4446,2.75 ,2010
BIOL 4446,3.10 ,2011
BIOL 4446,3.33 ,2012
HTS 2013,3.61 ,2011
HTS 2013,3.49 ,2012
HTS 2013,3.45 ,2013
ID 3103,3.18 ,2008
ID 3103,2.99 ,2009
ID 3103,3.30 ,2010
ID 3103,3.38 ,2011
ID 3103,3.45 ,2012
ID 3103,3.81 ,2013
ID 3104,3.52 ,2008
ID 3104,3.66 ,2009
ID 3104,3.69 ,2010
ID 3104,3.59 ,2011
ID 3104,3.69 ,2012
ID 3104,3.81 ,2013
MSE 4699,3.95 ,2008
MSE 4699,3.94 ,2009
MSE 4699,3.90 ,2010
MSE 4699,3.91 ,2011
MSE 4699,3.94 ,2012
MSE 4699,3.97 ,2013
BC 4699,4.00 ,2009
BC 4699,4.00 ,2010
BC 4699,4.00 ,2011
BC 4699,4.00 ,2012
BC 4699,4.00 ,2013
PSYC 4031,3.72 ,2008
PSYC 4031,3.85 ,2009
PSYC 4031,4.00 ,2010
PSYC 4031,3.83 ,2011
PSYC 4031,3.65 ,2012
PSYC 4031,3.74 ,2013
CS 4590,3.39 ,2009
CS 4590,3.67 ,2010
CS 4590,3.69 ,2011
CS 4590,3.64 ,2012
CS 4590,3.06 ,2013
CEE 4120,3.00 ,2009
CEE 4120,2.75 ,2010
CEE 4120,2.94 ,2011
CEE 4120,3.27 ,2012
CEE 4650,2.89 ,2011
CEE 4650,2.94 ,2013
MATH 4150,3.25 ,2008
MATH 4150,2.70 ,2009
MATH 4150,3.52 ,2010
MATH 4150,3.28 ,2011
MATH 4150,2.73 ,2012
MATH 4150,3.30 ,2013
MUSI 4113,4.00 ,2008
MUSI 4113,4.00 ,2009
MUSI 4113,4.00 ,2010
MUSI 4113,4.00 ,2011
MUSI 4113,4.00 ,2012
MUSI 4113,4.00 ,2013
MUSI 4112,4.00 ,2008
MUSI 4112,4.00 ,2009
MUSI 4112,4.00 ,2010
MUSI 4112,3.88 ,2011
MUSI 4112,4.00 ,2012
PHYS 4267,3.33 ,2008
PHYS 4267,2.50 ,2009
PHYS 4267,3.18 ,2010
PHYS 4267,2.57 ,2011
PHYS 4267,4.00 ,2012
PHYS 4261,3.33 ,2008
PHYS 4261,3.27 ,2009
PHYS 4261,2.56 ,2010
PHYS 4261,3.29 ,2011
PHYS 4261,3.80 ,2012
PHYS 4261,3.40 ,2013
SPAN 4813,3.93 ,2008
SPAN 4813,3.23 ,2009
SPAN 4813,3.76 ,2010
PHYS 4263,3.78 ,2008
PHYS 4263,2.00 ,2009
PHYS 4263,3.43 ,2010
PHYS 4263,3.20 ,2012
PHYS 4262,3.92 ,2008
PHYS 4262,3.15 ,2009
PHYS 4262,3.20 ,2010
PHYS 4262,3.18 ,2011
PHYS 4262,3.21 ,2012
PHYS 4262,4.00 ,2013
BIOL 4590,3.55 ,2008
BIOL 4590,3.59 ,2009
BIOL 4590,3.70 ,2010
BIOL 4590,3.77 ,2011
BIOL 4590,3.79 ,2012
BIOL 4590,3.74 ,2013
ARCH 4413,3.77 ,2011
ARCH 4411,3.61 ,2008
ARCH 4411,3.45 ,2009
ARCH 4411,3.49 ,2010
ARCH 4411,3.35 ,2011
ARCH 4411,3.72 ,2012
ARCH 4416,3.25 ,2008
ARCH 4416,3.25 ,2009
ARCH 4417,3.64 ,2012
ARCH 4414,3.45 ,2008
ARCH 4414,3.05 ,2009
ARCH 4414,3.18 ,2010
ARCH 4414,3.45 ,2011
ARCH 4414,3.64 ,2012
ARCH 4415,3.00 ,2008
ARCH 4415,3.18 ,2009
ARCH 4415,3.46 ,2010
ARCH 4415,3.52 ,2011
ARCH 4415,3.60 ,2012
BIOL 4910,4.00 ,2008
BIOL 4910,3.88 ,2009
BIOL 4910,3.75 ,2010
BIOL 4910,4.00 ,2011
BIOL 4910,4.00 ,2012
BIOL 4910,3.90 ,2013
AE 2803,3.79 ,2012
AE 2801,3.30 ,2008
AE 2801,3.64 ,2009
AE 2801,2.95 ,2010
AE 2801,3.66 ,2011
AE 2801,3.38 ,2012
AE 2801,3.51 ,2013
GRMN 2001,3.26 ,2008
GRMN 2001,3.26 ,2009
GRMN 2001,3.28 ,2010
GRMN 2001,3.37 ,2011
GRMN 2001,3.25 ,2012
GRMN 2001,3.57 ,2013
GRMN 2002,3.43 ,2008
GRMN 2002,3.08 ,2009
GRMN 2002,3.23 ,2010
GRMN 2002,3.14 ,2011
GRMN 2002,3.52 ,2012
GRMN 2002,3.36 ,2013
MATH 4032,3.66 ,2008
MATH 4032,2.18 ,2009
MATH 4032,3.18 ,2010
MATH 4032,3.42 ,2011
MATH 4032,3.29 ,2012
MATH 4032,2.83 ,2013
MUSI 1501,4.00 ,2008
MUSI 1501,4.00 ,2009
MUSI 1501,4.00 ,2010
MUSI 1501,4.00 ,2011
MUSI 1501,4.00 ,2012
MUSI 1502,4.00 ,2008
MUSI 1502,4.00 ,2009
MUSI 1502,4.00 ,2010
MUSI 1502,4.00 ,2011
MUSI 1502,4.00 ,2012
MUSI 1502,4.00 ,2013
CHEM 4684,3.50 ,2012
CHEM 4684,4.00 ,2013
BIOL 3451,3.54 ,2011
BIOL 3451,3.37 ,2012
BIOL 3451,3.71 ,2013
ID 4450,3.40 ,2011
ID 4450,3.94 ,2013
BIOL 3100,3.69 ,2008
BIOL 3100,3.48 ,2009
BIOL 3100,3.41 ,2010
BIOL 3100,3.35 ,2011
BIOL 3100,3.54 ,2012
BIOL 3100,3.48 ,2013
INTA 4500,3.51 ,2010
INTA 4500,3.68 ,2011
INTA 4500,3.61 ,2012
INTA 4500,3.43 ,2013
ID 4106,4.00 ,2011
ID 4106,4.00 ,2012
ID 4105,3.56 ,2011
ID 4105,3.83 ,2012
ID 4103,3.43 ,2008
ID 4103,3.26 ,2009
ID 4103,3.28 ,2010
ID 4103,3.12 ,2011
ID 4103,2.92 ,2012
ID 4103,4.00 ,2013
CHIN 2699,4.00 ,2010
CHEM 2699,4.00 ,2009
CHEM 2699,3.00 ,2011
CHBE 2130,2.92 ,2013
HTS 4091,3.57 ,2012
CS 4911,3.67 ,2008
CS 4911,3.69 ,2009
CS 4911,3.90 ,2010
CS 4911,3.73 ,2011
CS 4911,3.85 ,2012
CS 4911,3.97 ,2013
JAPN 4235,3.40 ,2011
JAPN 4235,3.50 ,2012
MATH 4320,2.51 ,2008
MATH 4320,2.96 ,2009
MATH 4320,2.75 ,2010
MATH 4320,2.92 ,2011
MATH 4320,2.87 ,2012
MATH 4320,3.16 ,2013
CHEM 2211,2.84 ,2009
CHEM 2211,3.12 ,2010
CHEM 2211,2.93 ,2011
CHEM 2211,2.64 ,2012
CHEM 2211,2.81 ,2013
INTA 2903,4.00 ,2013
INTA 2901,4.00 ,2013
CS 2050,2.96 ,2011
CS 2050,2.84 ,2012
CS 2050,3.05 ,2013
CS 2051,3.58 ,2012
CS 2051,3.80 ,2013
INTA 3231,3.00 ,2010
INTA 3231,3.39 ,2013
INTA 3230,3.45 ,2009
INTA 3230,3.50 ,2012
CHEM 4740,3.00 ,2008
CHEM 4740,2.43 ,2009
CHEM 4740,2.50 ,2010
CHEM 4740,2.60 ,2011
CHEM 4740,3.25 ,2012
CHEM 4740,3.67 ,2013
PSYC 3790,3.02 ,2008
PSYC 3790,3.09 ,2009
PSYC 3790,3.00 ,2010
PSYC 3790,3.00 ,2011
PSYC 3790,3.10 ,2012
ENGL 1102,3.40 ,2008
ENGL 1102,3.41 ,2009
ENGL 1102,3.30 ,2010
ENGL 1102,3.48 ,2011
ENGL 1102,3.59 ,2012
ENGL 1102,3.67 ,2013
ENGL 1101,3.31 ,2008
ENGL 1101,3.31 ,2009
ENGL 1101,3.37 ,2010
ENGL 1101,3.49 ,2011
ENGL 1101,3.68 ,2012
ENGL 1101,3.66 ,2013
ARCH 4117,2.67 ,2009
ARCH 4117,3.58 ,2011
PTFE 4210,3.67 ,2008
PTFE 4210,3.65 ,2009
PTFE 4210,3.15 ,2010
PTFE 4210,3.89 ,2011
PTFE 4210,3.85 ,2012
PTFE 4210,3.27 ,2013
SPAN 4254,3.58 ,2008
SPAN 4255,3.85 ,2008
SPAN 4255,3.59 ,2010
SPAN 4255,3.80 ,2011
SPAN 4255,3.67 ,2013
SPAN 4251,4.00 ,2011
SPAN 4251,3.68 ,2012
SPAN 4251,3.86 ,2013
ECE 4370,3.67 ,2008
ECE 4370,3.50 ,2009
ECE 4370,3.75 ,2010
ECE 4370,3.35 ,2011
ECE 4370,3.46 ,2012
AE 3515,2.35 ,2008
AE 3515,2.50 ,2009
AE 3515,2.15 ,2010
AE 3515,2.15 ,2011
AE 3515,2.20 ,2012
AE 3515,2.80 ,2013
RUSS 4902,4.00 ,2008
RUSS 4901,3.76 ,2008
RUSS 4901,3.17 ,2009
RUSS 4901,4.00 ,2010
RUSS 4901,4.00 ,2013
MUSI 3720,4.00 ,2008
MUSI 3720,4.00 ,2009
MUSI 3720,4.00 ,2011
MUSI 3720,4.00 ,2012
MUSI 3720,4.00 ,2013
ME 4764,3.20 ,2008
ME 4764,3.48 ,2009
ME 4764,3.23 ,2010
ME 4764,3.43 ,2011
ME 4764,3.45 ,2012
NRE 4232,3.59 ,2008
NRE 4232,3.59 ,2009
NRE 4232,3.47 ,2010
NRE 4232,3.66 ,2011
NRE 4232,3.72 ,2012
NRE 4232,3.68 ,2013
ME 4760,2.52 ,2008
ME 4760,3.13 ,2009
ME 4760,2.45 ,2010
ME 4760,2.63 ,2011
ME 4760,2.75 ,2012
ME 4763,3.20 ,2008
ME 4763,3.32 ,2009
ME 4763,3.37 ,2010
ME 4763,3.41 ,2011
ME 4763,3.22 ,2012
JAPN 3061,3.46 ,2009
LCC 4204,4.00 ,2011
LCC 4204,4.00 ,2012
LCC 4204,4.00 ,2013
APPH 3500,3.69 ,2008
APPH 3500,3.30 ,2012
CHEM 4695,4.00 ,2013
MSE 3012,2.45 ,2008
MSE 3012,2.93 ,2009
MSE 3012,3.00 ,2010
MSE 3012,2.61 ,2011
MSE 3012,3.09 ,2012
MSE 3012,3.33 ,2013
MSE 3015,3.63 ,2008
MSE 3015,3.47 ,2009
MSE 3015,3.19 ,2010
MSE 3015,3.09 ,2011
MSE 3015,3.25 ,2012
MSE 3015,3.34 ,2013
CHEM 4341,3.36 ,2008
CHEM 4341,3.29 ,2009
CHEM 4341,3.07 ,2010
CHEM 4341,3.05 ,2011
CHEM 4341,3.21 ,2012
CHEM 4699,3.75 ,2008
CHEM 4699,3.91 ,2009
CHEM 4699,3.96 ,2010
CHEM 4699,3.85 ,2011
CHEM 4699,3.95 ,2012
CHEM 4699,3.97 ,2013
MUSI 3450,3.08 ,2008
MUSI 3450,2.91 ,2009
MUSI 3450,3.61 ,2010
MUSI 3450,3.42 ,2011
MUSI 3450,3.55 ,2012
MUSI 3450,3.76 ,2013
BMED 4801,3.31 ,2008
BMED 4803,3.99 ,2008
BMED 4803,3.69 ,2009
BMED 4803,3.73 ,2010
BMED 4803,3.50 ,2012
GRMN 4823,3.50 ,2010
INTA 2010,3.26 ,2008
INTA 2010,3.05 ,2009
INTA 2010,3.13 ,2010
INTA 2010,3.24 ,2011
INTA 2010,3.26 ,2012
INTA 2010,3.38 ,2013
MUSI 2521,4.00 ,2011
ARBC 2813,4.00 ,2008
ARBC 2813,3.92 ,2009
ARBC 2813,3.55 ,2012
ARBC 2813,3.00 ,2013
ME 4699,3.90 ,2008
ME 4699,3.90 ,2009
ME 4699,3.91 ,2010
ME 4699,3.91 ,2011
ME 4699,3.93 ,2012
ME 4699,3.96 ,2013
CHEM 4521,3.01 ,2008
CHEM 4521,2.44 ,2009
CHEM 4521,2.83 ,2010
CHEM 4521,2.90 ,2011
CHEM 4521,2.90 ,2012
CHEM 4521,3.00 ,2013
MUSI 4630,3.87 ,2008
MUSI 4630,3.80 ,2009
MUSI 4630,3.89 ,2010
MUSI 4630,3.82 ,2011
MUSI 4630,3.94 ,2012
MUSI 4630,4.00 ,2013
CHEM 4511,2.47 ,2008
CHEM 4511,2.78 ,2009
CHEM 4511,2.63 ,2010
CHEM 4511,3.26 ,2011
CHEM 4511,2.75 ,2012
CHEM 4511,2.87 ,2013
LCC 4730,4.00 ,2008
LCC 4730,3.52 ,2009
LCC 4730,3.68 ,2010
LCC 4730,3.84 ,2011
LCC 4730,3.47 ,2012
LCC 4731,3.75 ,2010
LCC 4731,3.25 ,2011
LCC 4731,4.00 ,2012
LCC 4731,3.33 ,2013
EAS 4360,3.00 ,2011
EAS 4360,3.50 ,2013
ME 4342,3.50 ,2012
ME 4340,3.00 ,2011
ME 4340,3.45 ,2013
KOR 3833,4.00 ,2010
LCC 2200,3.84 ,2008
LCC 2200,3.88 ,2009
LCC 2200,3.86 ,2010
LCC 2200,3.73 ,2011
LCC 2200,3.56 ,2012
EAS 4699,3.67 ,2008
EAS 4699,3.82 ,2009
EAS 4699,3.80 ,2010
EAS 4699,3.91 ,2011
EAS 4699,3.87 ,2012
EAS 4699,3.71 ,2013
ECE 4551,3.56 ,2008
ECE 4551,3.57 ,2009
ECE 4551,3.71 ,2010
MATH 1522,2.74 ,2008
MATH 1522,2.55 ,2009
MATH 1522,2.45 ,2010
MATH 1522,2.78 ,2011
MATH 1522,2.77 ,2012
MATH 1522,3.19 ,2013
FREN 3004,3.48 ,2010
ECE 4555,3.62 ,2008
ECE 4555,3.31 ,2011
ECE 4555,3.97 ,2013
FREN 3002,3.46 ,2008
FREN 3002,3.40 ,2010
FREN 3002,3.91 ,2012
FREN 3001,3.39 ,2008
FREN 3001,3.17 ,2009
FREN 3001,3.28 ,2010
FREN 3001,3.79 ,2012
PUBP 3016,3.04 ,2008
PUBP 3016,3.30 ,2009
PUBP 3016,2.97 ,2010
PUBP 3016,3.04 ,2012
PUBP 3016,2.91 ,2013
RUSS 3002,4.00 ,2009
RUSS 3002,4.00 ,2010
RUSS 3002,3.00 ,2011
RUSS 3002,4.00 ,2012
RUSS 3002,3.75 ,2013
RUSS 3001,4.00 ,2008
RUSS 3001,4.00 ,2009
RUSS 3001,3.25 ,2010
RUSS 3001,3.17 ,2011
RUSS 3001,3.57 ,2012
MSE 2699,3.96 ,2008
MSE 2699,4.00 ,2009
MSE 2699,4.00 ,2010
MSE 2699,4.00 ,2011
MSE 2699,3.93 ,2012
MSE 2699,4.00 ,2013
PUBP 3010,2.89 ,2008
FREN 3008,3.79 ,2010
HIST 2111,2.97 ,2008
HIST 2111,2.99 ,2009
HIST 2111,2.89 ,2010
HIST 2111,3.12 ,2011
HIST 2111,3.15 ,2012
HIST 2111,3.33 ,2013
HIST 2112,3.11 ,2008
HIST 2112,3.32 ,2009
HIST 2112,3.41 ,2010
HIST 2112,3.50 ,2011
HIST 2112,3.51 ,2012
HIST 2112,3.54 ,2013
PUBP 2010,3.31 ,2009
PUBP 2010,2.92 ,2010
PUBP 2010,3.26 ,2011
PUBP 2010,3.27 ,2012
PUBP 2012,3.14 ,2008
PUBP 2012,3.00 ,2009
PUBP 2012,3.23 ,2010
PUBP 2012,3.36 ,2011
PUBP 2012,2.87 ,2012
EAS 4740,3.42 ,2008
EAS 4740,3.13 ,2009
EAS 4740,3.44 ,2010
EAS 4740,3.42 ,2011
EAS 4740,3.18 ,2012
EAS 4740,3.79 ,2013
AS 1110,3.68 ,2008
AS 1110,3.64 ,2009
AS 1110,3.32 ,2010
AS 1110,3.59 ,2011
AS 1110,2.97 ,2012
GRMN 3055,3.44 ,2012
AE 2020,2.75 ,2008
AE 2020,2.69 ,2009
AE 2020,2.65 ,2010
AE 2020,2.88 ,2011
